filename,base_tag,head_tag,new_cts,obsolete_cts_low_low,obsolete_cts_low_high,obsolete_cts_high,obsolete_cts_low_low_size,obsolete_cts_low_high_size,obsolete_cts_high_size,new_cts_size,obsolete_cts_size,reusable_cts_size,total_cts_size,low_impacted_size,high_impacted_size,mixed_impacted_size
src/RF010 - Gerenciar Periodos Avaliativos.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,"{'TC2', 'TC3', 'TC11', 'TC9', 'TC7', 'TC4', 'TC6', 'TC1', 'TC10', 'TC5', 'TC8'}","{'TC2', 'TC11', 'TC3', 'TC9', 'TC7', 'TC4', 'TC6', 'TC10', 'TC1', 'TC5', 'TC8'}",{'TC3'},11,11,1,0,11,0,11,0,0,11
src/RF010 - Gerenciar Periodos Avaliativos.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC10', 'TC9', 'TC7', 'TC5', 'TC6', 'TC8'}",,,7,0,0,0,7,3,10,7,0,0
src/RF011 - Gerenciar Competencias Portfolio.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,"{'TC3', 'TC32', 'TC9', 'TC24', 'TC26', 'TC22', 'TC1', 'TC5', 'TC14', 'TC30', 'TC8', 'TC33', 'TC34', 'TC10', 'TC18', 'TC28', 'TC29', 'TC35', 'TC12', 'TC31', 'TC2', 'TC13', 'TC7', 'TC20', 'TC4', 'TC6', 'TC23', 'TC16', 'TC21', 'TC17', 'TC25', 'TC11', 'TC27', 'TC15', 'TC19'}",,{'TC3'},35,0,1,0,35,0,35,34,0,1
src/RF011 - Gerenciar Competencias Portfolio.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,,"{'TC3', 'TC2', 'TC9', 'TC13', 'TC7', 'TC24', 'TC26', 'TC20', 'TC4', 'TC6', 'TC22', 'TC19', 'TC23', 'TC16', 'TC1', 'TC5', 'TC17', 'TC14', 'TC25', 'TC8', 'TC11', 'TC27', 'TC10', 'TC18', 'TC28', 'TC15', 'TC12', 'TC21'}",,,28,0,0,0,28,0,28,28,0,0
src/RF011 - Gerenciar Competencias Portfolio.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC3', 'TC2', 'TC9', 'TC7', 'TC13', 'TC24', 'TC26', 'TC20', 'TC4', 'TC6', 'TC22', 'TC23', 'TC16', 'TC21', 'TC5', 'TC17', 'TC14', 'TC25', 'TC8', 'TC11', 'TC27', 'TC10', 'TC28', 'TC18', 'TC15', 'TC12', 'TC19'}","{'TC2', 'TC11', 'TC3', 'TC9', 'TC7', 'TC13', 'TC4', 'TC6', 'TC10', 'TC16', 'TC15', 'TC5', 'TC14', 'TC12', 'TC8'}",,27,15,0,0,27,1,28,12,0,15
src/RF012 - Ajuda.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,"{'TC2', 'TC3', 'TC1', 'TC5', 'TC4'}",,,,0,0,0,5,0,0,5,0,0,0
src/RF012 - Ajuda.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,{'TC1'},,,1,0,0,0,1,4,5,1,0,0
src/RF013 - Gerenciar Niveis das Competencias.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,"{'TC10', 'TC7'}",,,,0,0,0,2,0,8,10,0,0,0
src/RF013 - Gerenciar Niveis das Competencias.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC10', 'TC9', 'TC8'}",,,4,0,0,0,4,6,10,4,0,0
src/RF014 - Administrador de Dados.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,{'TC3'},,,,0,0,0,1,0,2,3,0,0,0
src/RF014 - Administrador de Dados.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,,"{'TC2', 'TC1', 'TC3'}",,,3,0,0,0,3,0,3,3,0,0
src/RF014 - Administrador de Dados.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC1', 'TC3'}",,,3,0,0,0,3,0,3,3,0,0
src/RF015 - Gerenciar Planos de Capacitacao de TI.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,"{'TC11', 'TC8'}",,,,0,0,0,2,0,9,11,0,0,0
src/RF015 - Gerenciar Planos de Capacitacao de TI.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC11', 'TC3', 'TC9', 'TC7', 'TC4', 'TC6', 'TC10', 'TC1', 'TC5', 'TC8'}",,,11,0,0,0,11,0,11,11,0,0
src/RF016 - Copiar Itens de Avaliacao.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,"{'TC3', 'TC11', 'TC6'}",,,,0,0,0,3,0,8,11,0,0,0
src/RF017 - Gerenciar Metas de Desempenho.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,,"{'TC2', 'TC1'}",,,2,0,0,0,2,0,2,2,0,0
src/RF018 - Gerenciar Metas de Desempenho.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,{'TC2'},,,,0,0,0,1,0,1,2,0,0,0
src/RF018 - Gerenciar Metas de Desempenho.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC1'}",,,2,0,0,0,2,0,2,2,0,0
