filename,base_tag,head_tag,new_cts,obsolete_cts_low_low,obsolete_cts_low_high,obsolete_cts_high,obsolete_cts_low_low_size,obsolete_cts_low_high_size,obsolete_cts_high_size,new_cts_size,obsolete_cts_size,reusable_cts_size,total_cts_size,low_impacted_size,high_impacted_size,mixed_impacted_size
src/RF007 - Gerenciar Avaliacoes.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,"{'TC7', 'TC10'}",,,,0,0,0,2,0,8,10,0,0,0
src/RF007 - Gerenciar Avaliacoes.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC9', 'TC2', 'TC5', 'TC4', 'TC10', 'TC8', 'TC6', 'TC1', 'TC3', 'TC7'}","{'TC10', 'TC9', 'TC8'}",,10,3,0,0,10,0,10,7,0,3
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,"{'TC4', 'TC7'}",,,,0,0,0,2,0,5,7,0,0,0
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC2', 'TC5', 'TC4', 'TC6', 'TC1', 'TC3', 'TC7'}",,,7,0,0,0,7,0,7,7,0,0
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,,"{'TC2', 'TC5', 'TC4', 'TC6', 'TC1', 'TC3', 'TC7'}",,,7,0,0,0,7,0,7,7,0,0
src/RF008 - Gerenciar Respostas de Avaliacoes.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,"{'TC16', 'TC9', 'TC2', 'TC5', 'TC12', 'TC4', 'TC8', 'TC6', 'TC3', 'TC7'}",,,,0,0,0,10,0,7,17,0,0,0
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,{'TC4'},,,,0,0,0,1,0,3,4,0,0,0
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,,"{'TC1', 'TC3', 'TC4', 'TC2'}",,"{'TC3', 'TC4', 'TC2'}",4,0,3,0,4,0,4,1,0,3
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC1', 'TC3', 'TC4', 'TC2'}",,,4,0,0,0,4,0,4,4,0,0
src/RF009 - Gerenciar Resultados de Avaliacoes.claret,exp01_gti-competencias_v1.4,exp01_gti-competencias_v1.5,,,"{'TC1', 'TC3', 'TC4', 'TC2'}",,0,4,0,0,4,0,4,0,0,4
src/RF010 - Gerenciar Periodos Avaliativos.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,,"{'TC11', 'TC9', 'TC2', 'TC5', 'TC10', 'TC4', 'TC8', 'TC6', 'TC1', 'TC3', 'TC7'}",{'TC3'},0,11,1,0,11,0,11,0,0,11
src/RF010 - Gerenciar Periodos Avaliativos.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC6', 'TC9', 'TC2', 'TC5', 'TC7', 'TC10', 'TC8'}",,,7,0,0,0,7,3,10,7,0,0
src/RF011 - Gerenciar Competencias Portfolio.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,,,"{'TC14', 'TC9', 'TC35', 'TC3', 'TC11', 'TC19', 'TC16', 'TC2', 'TC5', 'TC12', 'TC23', 'TC15', 'TC8', 'TC30', 'TC18', 'TC25', 'TC7', 'TC31', 'TC21', 'TC10', 'TC34', 'TC6', 'TC29', 'TC24', 'TC22', 'TC26', 'TC17', 'TC20', 'TC13', 'TC28', 'TC4', 'TC1', 'TC32', 'TC27', 'TC33'}",{'TC3'},0,35,1,0,35,0,35,0,0,35
src/RF011 - Gerenciar Competencias Portfolio.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,,"{'TC14', 'TC9', 'TC21', 'TC10', 'TC6', 'TC3', 'TC24', 'TC22', 'TC11', 'TC19', 'TC26', 'TC16', 'TC17', 'TC2', 'TC20', 'TC13', 'TC5', 'TC12', 'TC23', 'TC28', 'TC4', 'TC15', 'TC8', 'TC1', 'TC18', 'TC27', 'TC25', 'TC7'}","{'TC3', 'TC4', 'TC2'}",,28,3,0,0,28,0,28,25,0,3
src/RF011 - Gerenciar Competencias Portfolio.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC11', 'TC16', 'TC9', 'TC2', 'TC14', 'TC13', 'TC5', 'TC12', 'TC4', 'TC15', 'TC10', 'TC8', 'TC6', 'TC3', 'TC7'}","{'TC9', 'TC14', 'TC3', 'TC11', 'TC19', 'TC16', 'TC2', 'TC5', 'TC23', 'TC12', 'TC15', 'TC8', 'TC18', 'TC25', 'TC7', 'TC21', 'TC10', 'TC6', 'TC24', 'TC22', 'TC26', 'TC17', 'TC28', 'TC20', 'TC13', 'TC4', 'TC27'}",,15,27,0,0,27,1,28,0,0,27
src/RF012 - Ajuda.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,"{'TC1', 'TC2', 'TC5', 'TC3', 'TC4'}",,,,0,0,0,5,0,0,5,0,0,0
src/RF012 - Ajuda.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,{'TC1'},,,1,0,0,0,1,4,5,1,0,0
src/RF013 - Gerenciar Niveis das Competencias.claret,exp01_gti-competencias_v0.1,exp01_gti-competencias_v1.0,"{'TC7', 'TC10'}",,,,0,0,0,2,0,8,10,0,0,0
src/RF013 - Gerenciar Niveis das Competencias.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC10', 'TC9', 'TC8'}",{'TC2'},,3,1,0,0,4,6,10,3,0,1
src/RF014 - Administrador de Dados.claret,exp01_gti-competencias_v1.0,exp01_gti-competencias_v1.1,{'TC3'},,,,0,0,0,1,0,2,3,0,0,0
src/RF014 - Administrador de Dados.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,,"{'TC1', 'TC3', 'TC2'}",,,3,0,0,0,3,0,3,3,0,0
src/RF014 - Administrador de Dados.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC1', 'TC3', 'TC2'}",,,3,0,0,0,3,0,3,3,0,0
src/RF015 - Gerenciar Planos de Capacitacao de TI.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,"{'TC11', 'TC8'}",,,,0,0,0,2,0,9,11,0,0,0
src/RF015 - Gerenciar Planos de Capacitacao de TI.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC11', 'TC9', 'TC2', 'TC5', 'TC4', 'TC10', 'TC8', 'TC6', 'TC1', 'TC3', 'TC7'}","{'TC11', 'TC9', 'TC2', 'TC5', 'TC10', 'TC4', 'TC8', 'TC6', 'TC3', 'TC7'}",,11,10,0,0,11,0,11,1,0,10
src/RF018 - Gerenciar Metas de Desempenho.claret,exp01_gti-competencias_v1.1,exp01_gti-competencias_v1.2,{'TC2'},,,,0,0,0,1,0,1,2,0,0,0
src/RF018 - Gerenciar Metas de Desempenho.claret,exp01_gti-competencias_v1.3,exp01_gti-competencias_v1.4,,"{'TC1', 'TC2'}",,,2,0,0,0,2,0,2,2,0,0
