index,previous_filename,filename,base_tag,head_tag,base_tag_lines_txt,head_tag_lines_txt,edit_classification_truth,new_ct,obsolete_ct,reusable_ct,affected_cts,total_ct
10,,src/UC004_Detalhar_Diarias.claret,exp01_rgp-diarias_v1.0.1,exp01_rgp-diarias_v1.0.2,"-		step 2 system ""Apresenta a tela com as informações da diária do servidor (dados gerais da diária, extratificação do cálculo da diária, conta para crédito, período da viagem, histórico de tramitação, detalhamento de empenho e pagamento, prestação de contas e seus detalhes).""
","+		step 2 system ""Apresenta a tela com as informações da diária do servidor (dados gerais da diária, extratificação do cálculo da diária, conta para crédito, período da viagem, histórico de tramitação, detalhamento de empenho e pagamento, prestação de contas e seus detalhes).
+					Apresenta o numero do empenho e a autorização de pagamento como links.""
",LOW,0,1,2,{'TC3'},3
11,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.0.2,exp01_rgp-diarias_v1.0.3,"-		step 13 usuario ""Informa as datas de afastamento, antes do ultimo dia de viagem."" af[3,5]
","+		step 13 usuario ""Informa as datas de afastamento, antes do ultimo dia de viagem."" af[3]
",HIGH,0,15,31,"{'TC26', 'TC15', 'TC29', 'TC44', 'TC28', 'TC13', 'TC42', 'TC45', 'TC27', 'TC12', 'TC43', 'TC30', 'TC46', 'TC14', 'TC11'}",46
12,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.0.2,exp01_rgp-diarias_v1.0.3,"-	alternative 5 ""Período com dias alternados"" {
-		step 1 usuario ""Informa as datas de afastamento ALTERNADAS, antes do ultimo dia de viagem."" bs 14
-	}
",,HIGH,0,15,31,"{'TC20', 'TC5', 'TC3', 'TC19', 'TC36', 'TC2', 'TC35', 'TC1', 'TC4', 'TC34', 'TC16', 'TC18', 'TC17', 'TC32', 'TC33'}",46
13,,src/UC009_Prestar_Contas.claret,exp01_rgp-diarias_v1.0.3,exp01_rgp-diarias_v1.1,"-		step 5 usuario ""Visualiza o histório da tramitação da prestação de contas."" af[1,2,3,4,5]
","+		step 5 usuario ""Verifica o histório da tramitação da prestação de contas."" af[1,2,3,4,5]
",LOW,0,1,9,{'TC10'},10
14,,src/UC010_Analisar_Prestacao_de_Contas.claret,exp01_rgp-diarias_v1.0.3,exp01_rgp-diarias_v1.1,"-		step 6 usuario ""Clica para analisar a prestação de contas.""
","+		step 6 usuario ""Verifica o histório da tramitação da prestação de contas e clica para analisar a prestação de contas.""
",LOW,0,4,1,"{'TC4', 'TC2', 'TC5', 'TC3'}",5
15,,src/UC011_Listar_Solicitacoes_de_Diarias.claret,exp01_rgp-diarias_v1.1,exp01_rgp-diarias_v1.1.1,"-		step 4 usuario ""Visualiza os registros de solicitações de diária."" af[1,2,3]
","+		step 4 usuario ""Visualiza os registros de solicitações de diária."" af[1,2,3,4]
",HIGH,0,1,3,{'TC4'},4
16,,src/UC011_Listar_Solicitacoes_de_Diarias.claret,exp01_rgp-diarias_v1.1,exp01_rgp-diarias_v1.1.1,,"+	alternative 4 ""Ordenar pelo nome do servidor"" {
+		step 1 usuario ""Clica para ordenar pelo nome do servidor.""
+		step 2 system ""Visualiza os registros de solicitações de diária ordenado pelo nome do servidor.""
+	}
",HIGH,1,0,4,{'TC1'},5
17,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.1.1,exp01_rgp-diarias_v1.2,"-		step 21 usuario ""Seleciona o(s) beneficiarios da(s) diaria(s).""
-		step 22 system ""Exibe os beneficiarios selecionados.""
","+		step 21 usuario ""Seleciona o(s) beneficiarios da(s) diaria(s)."" 
+		step 22 system ""Exibe os beneficiarios selecionados."" ef[5]
",HIGH,0,30,1,"{'TC26', 'TC9', 'TC22', 'TC10', 'TC29', 'TC1', 'TC8', 'TC17', 'TC11', 'TC5', 'TC3', 'TC7', 'TC19', 'TC2', 'TC13', 'TC4', 'TC24', 'TC12', 'TC15', 'TC28', 'TC16', 'TC27', 'TC25', 'TC30', 'TC14', 'TC6', 'TC20', 'TC31', 'TC23', 'TC18'}",31
18,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.1.1,exp01_rgp-diarias_v1.2,,"+	exception 5 ""Conta para recebimento de diárias não cadastrada"" {
+		step 1 system ""Não confirma a existencia de conta para recebimento de diarias do servidor.
+					Exibe a mensagem de erro MSG002 - Conta para recebimento de diárias não cadastrada.""
+	}
",HIGH,37,0,0,"{'TC26', 'TC9', 'TC22', 'TC10', 'TC29', 'TC1', 'TC34', 'TC8', 'TC17', 'TC11', 'TC5', 'TC3', 'TC7', 'TC19', 'TC2', 'TC35', 'TC13', 'TC4', 'TC24', 'TC12', 'TC21', 'TC33', 'TC15', 'TC37', 'TC36', 'TC28', 'TC16', 'TC27', 'TC25', 'TC30', 'TC14', 'TC6', 'TC20', 'TC31', 'TC23', 'TC18', 'TC32'}",37
19,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2,exp01_rgp-diarias_v1.2.1,"-		step 21 usuario ""Seleciona o(s) beneficiarios da(s) diaria(s)."" 
","+		step 21 usuario ""Seleciona o(s) beneficiarios da(s) diaria(s)."" af[5]
",HIGH,0,36,1,"{'TC26', 'TC9', 'TC22', 'TC10', 'TC29', 'TC1', 'TC34', 'TC8', 'TC17', 'TC11', 'TC5', 'TC3', 'TC7', 'TC19', 'TC2', 'TC35', 'TC13', 'TC4', 'TC24', 'TC12', 'TC21', 'TC33', 'TC15', 'TC37', 'TC36', 'TC28', 'TC16', 'TC27', 'TC30', 'TC14', 'TC6', 'TC20', 'TC31', 'TC23', 'TC18', 'TC32'}",37
20,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2,exp01_rgp-diarias_v1.2.1,,"+	alternative 5 ""Informar nome social"" {
+		step 1 usuario ""Seleciona o(s) beneficiarios da(s) diaria(s).""
+		step 2 system ""Exibe os beneficiarios selecionados e o campo para preenchimento do nome social""
+		step 3 usuario ""Informa o nome social do beneficiario da(s) diaria(s)"" bs 24
+	}
",HIGH,30,0,37,"{'TC26', 'TC38', 'TC1', 'TC34', 'TC49', 'TC5', 'TC3', 'TC2', 'TC35', 'TC13', 'TC4', 'TC24', 'TC48', 'TC61', 'TC12', 'TC59', 'TC46', 'TC15', 'TC37', 'TC50', 'TC36', 'TC47', 'TC16', 'TC27', 'TC25', 'TC14', 'TC58', 'TC60', 'TC57', 'TC23'}",67
21,,src/UC005_Listar_Empenhos_Pendentes.claret,exp01_rgp-diarias_v1.2.1,exp01_rgp-diarias_v1.2.3,"-		step 2 system ""Exibe a lista de solicitações aguardando serem empenhadas.""
","+		step 2 system ""Exibe a lista de solicitações aguardando serem empenhadas ordenado pelo numero da diaria em ordem crescente.""
",LOW,0,1,6,{'TC7'},7
22,,src/UC007_Listar_Autorizacoes_Pagamentos_Pendentes.claret,exp01_rgp-diarias_v1.2.1,exp01_rgp-diarias_v1.2.3,"-		step 2 system ""Recupera e exibe para o usuário a lista de diárias aptas para pagamento.""
","+		step 2 system ""Recupera e exibe para o usuário a lista de diárias aptas para pagamento ordenado pelo numero de diarias em ordem crescente.""
",LOW,0,5,0,"{'TC5', 'TC3', 'TC2', 'TC1', 'TC4'}",5
23,,src/UC012_Listar_Liquidacoes_Pendentes.claret,exp01_rgp-diarias_v1.2.1,exp01_rgp-diarias_v1.2.3,"-		step 4 system ""Exibe a lista de diárias (solicitações) aptas para pagamento."" 
","+		step 4 system ""Exibe a lista de diárias (solicitações) aptas para pagamento ordenado pelo numero da diaria em ordem crescente."" 
",LOW,0,1,3,{'TC4'},4
24,,src/UC007_Listar_Autorizacoes_Pagamentos_Pendentes.claret,exp01_rgp-diarias_v1.2.3,exp01_rgp-diarias_v1.2.4,"-		step 2 system ""Recupera e exibe para o usuário a lista de diárias aptas para pagamento ordenado pelo numero de diarias em ordem crescente.""
","+		step 2 system ""Recupera e exibe para o usuário a lista de diárias aptas para pagamento ordenado pelo numero de diarias em ordem crescente.
+					Exibe esta lista de diárias também ordenada pela data de chegada da solicitação na fase de autorização (após registrar o empenho).""
",LOW,0,5,0,"{'TC5', 'TC3', 'TC2', 'TC1', 'TC4'}",5
25,,src/UC012_Listar_Liquidacoes_Pendentes.claret,exp01_rgp-diarias_v1.2.3,exp01_rgp-diarias_v1.2.4,"-		step 4 system ""Exibe a lista de diárias (solicitações) aptas para pagamento ordenado pelo numero da diaria em ordem crescente."" 
","+		step 4 system ""Exibe a lista de diárias (solicitações) aptas para pagamento ordenado pelo numero da diaria em ordem crescente.
+					Exibe esta lista de diarias também ordenada pela data de chegada da solicitação na fase de liquidação (após registrar o empenho).""
",LOW,0,1,3,{'TC4'},4
26,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,"-	preCondition ""O usuario acessa o caso de uso atraves do menu."", 
-		""O sistema exibe a tela de solicitacao de diarias.""
","+	preCondition ""O usuário acessa o caso de uso através do menu."", 
+		""O sistema exibe a tela de solicitação de diárias.""
",LOW,0,67,0,"{'TC26', 'TC52', 'TC9', 'TC22', 'TC38', 'TC67', 'TC10', 'TC29', 'TC44', 'TC63', 'TC1', 'TC45', 'TC34', 'TC43', 'TC8', 'TC17', 'TC49', 'TC64', 'TC11', 'TC5', 'TC3', 'TC7', 'TC66', 'TC19', 'TC53', 'TC2', 'TC35', 'TC56', 'TC13', 'TC4', 'TC24', 'TC39', 'TC42', 'TC12', 'TC48', 'TC61', 'TC65', 'TC46', 'TC21', 'TC33', 'TC59', 'TC40', 'TC55', 'TC15', 'TC51', 'TC37', 'TC62', 'TC50', 'TC36', 'TC47', 'TC28', 'TC16', 'TC41', 'TC27', 'TC25', 'TC30', 'TC14', 'TC58', 'TC6', 'TC20', 'TC31', 'TC60', 'TC57', 'TC23', 'TC18', 'TC32', 'TC54'}",67
27,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,"-		step 2 system ""Exibe a opcao escolhida: viagem nacional - fora do estado (interestadual)."" 
","+		step 2 system ""Exibe a opção escolhida: viagem nacional - fora do estado (interestadual)."" 
",LOW,0,23,44,"{'TC52', 'TC67', 'TC63', 'TC45', 'TC49', 'TC64', 'TC66', 'TC53', 'TC56', 'TC48', 'TC61', 'TC65', 'TC59', 'TC46', 'TC55', 'TC51', 'TC62', 'TC50', 'TC47', 'TC58', 'TC60', 'TC57', 'TC54'}",67
28,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,"-		step 4 system ""Exibe a opcao escolhida: estado."" ef[1]
","+		step 4 system ""Exibe a opção escolhida: estado."" ef[1]
",LOW,0,22,45,"{'TC52', 'TC67', 'TC63', 'TC49', 'TC64', 'TC66', 'TC53', 'TC56', 'TC48', 'TC61', 'TC65', 'TC59', 'TC46', 'TC55', 'TC51', 'TC62', 'TC50', 'TC47', 'TC58', 'TC60', 'TC57', 'TC54'}",67
29,,src/UC001_Solicitar_Diarias.claret,exp01_rgp-diarias_v1.2.4,exp01_rgp-diarias_v1.2.5,"-		step 6 system ""Exibe a opcao escolhida: cidade(s).""
","+		step 6 system ""Exibe a opção escolhida: cidade(s).""
",LOW,0,44,23,"{'TC26', 'TC52', 'TC38', 'TC67', 'TC29', 'TC44', 'TC63', 'TC34', 'TC43', 'TC49', 'TC64', 'TC66', 'TC53', 'TC35', 'TC56', 'TC24', 'TC39', 'TC42', 'TC48', 'TC61', 'TC65', 'TC46', 'TC33', 'TC59', 'TC40', 'TC55', 'TC51', 'TC37', 'TC62', 'TC50', 'TC36', 'TC47', 'TC28', 'TC41', 'TC27', 'TC30', 'TC25', 'TC58', 'TC31', 'TC60', 'TC57', 'TC23', 'TC32', 'TC54'}",67
